//MapId	Id	NpcId	X	Y	Coord	SoLuong
10820	6	33003	230	600	0	0
10851	1	15049	1030	280	0	0
10851	2	15050	1190	200	0	0
10852	1	15049	1030	280	0	0
10852	2	15050	1190	200	0	0
10853	1	15049	1030	280	0	0
10853	2	15050	1190	200	0	0
10854	1	15049	1030	280	0	0
10854	2	15050	1190	200	0	0
10855	1	15049	1030	280	0	0
10855	2	15050	1190	200	0	0
10856	1	15049	1030	280	0	0
10856	2	15050	1190	200	0	0
10857	1	15049	1030	280	0	0
10857	2	15050	1190	200	0	0
10858	1	15049	1030	280	0	0
10858	2	15050	1190	200	0	0
10859	1	15049	1030	280	0	0
10859	2	15050	1190	200	0	0
10860	1	15049	1030	280	0	0
10860	2	15050	1190	200	0	0
10861	1	15049	1030	280	0	0
10861	2	15050	1190	200	0	0
10862	1	15049	1030	280	0	0
10862	2	15050	1190	200	0	0
10863	1	15049	1030	280	0	0
10863	2	15050	1190	200	0	0
10864	1	15049	1030	280	0	0
10864	2	15050	1190	200	0	0
10865	1	15049	1030	280	0	0
10865	2	15050	1190	200	0	0
10866	1	15049	1030	280	0	0
10866	2	15050	1190	200	0	0
10867	1	15049	1030	280	0	0
10867	2	15050	1190	200	0	0
10868	1	15049	1030	280	0	0
10868	2	15050	1190	200	0	0
10869	1	15049	1030	280	0	0
10869	2	15050	1190	200	0	0
10870	1	15049	1030	280	0	0
10870	2	15050	1190	200	0	0
10901	1	16009	810	220	0	0
10901	2	16015	330	320	0	0
10901	3	16008	1090	320	0	0
10902	1	16009	810	220	0	0
10902	2	16015	330	320	0	0
10902	3	16008	1090	320	0	0
10903	1	16009	810	220	0	0
10903	2	16015	310	360	0	0
10903	3	16008	1090	320	0	0
10904	1	16009	810	220	0	0
10904	2	16015	310	360	0	0
10904	3	16008	1090	320	0	0
10905	1	16009	810	220	0	0
10905	2	16015	310	360	0	0
10905	3	16008	1090	320	0	0
10906	1	16009	810	220	0	0
10906	2	16015	310	360	0	0
10906	3	16008	1090	320	0	0
10907	1	16009	810	220	0	0
10907	2	16015	310	360	0	0
10907	3	16008	1090	320	0	0
10908	1	16009	810	220	0	0
10908	2	16015	310	360	0	0
10908	3	16008	1090	320	0	0
10909	1	16009	810	220	0	0
10909	2	16015	310	360	0	0
10909	3	16008	1090	320	0	0
10910	1	16009	810	220	0	0
10910	2	16015	310	360	0	0
10910	3	16008	1090	320	0	0
10911	1	16009	810	220	0	0
10911	2	16015	310	360	0	0
10911	3	16008	1090	320	0	0
10912	1	16009	810	220	0	0
10912	2	16015	310	360	0	0
10912	3	16008	1090	320	0	0
10913	1	16009	810	220	0	0
10913	2	16015	310	360	0	0
10913	3	16008	1090	320	0	0
10914	1	16009	810	220	0	0
10914	2	16015	310	360	0	0
10914	3	16008	1090	320	0	0
10915	1	16009	810	220	0	0
10915	2	16015	310	360	0	0
10915	3	16008	1090	320	0	0
10916	1	16009	810	220	0	0
10916	2	16008	310	360	0	0
10916	3	16008	1090	320	0	0
10917	1	16009	810	220	0	0
10917	2	16015	310	360	0	0
10917	3	16008	1090	320	0	0
10918	1	16009	810	220	0	0
10918	2	16015	310	360	0	0
10918	3	16008	1090	320	0	0
10919	1	16009	810	220	0	0
10919	2	16015	310	360	0	0
10919	3	16008	1090	320	0	0
10920	1	16009	810	220	0	0
10920	2	16015	310	360	0	0
10920	3	16008	1090	320	0	0
10951	1	23001	1270	260	0	0
10951	2	24002	1270	640	0	0
10951	3	10039	1110	1100	0	0
10951	4	15052	1230	1040	0	0
10951	5	17021	1090	540	0	0
10951	6	35001	970	700	0	0
10951	7	35002	830	620	0	0
10951	8	35001	910	840	0	0
10951	9	30002	1130	900	0	0
10951	10	35003	530	520	0	0
10951	11	35004	670	540	0	0
10951	12	22002	630	1020	0	0
10951	13	22003	770	1020	0	0
10951	14	22004	890	1020	0	0
10951	15	22005	970	1020	0	0
10951	16	34005	410	700	0	0
10951	17	34006	470	700	0	0
10951	18	34007	530	700	0	0
10951	19	34008	590	700	0	0
10951	20	34009	650	700	0	0
10951	21	34010	490	840	0	0
10951	22	34010	570	840	0	0
10951	23	11018	1190	800	0	0
10951	24	22040	350	400	0	0
10951	25	22012	430	360	0	0
10951	26	35027	1310	420	0	0
10951	27	35028	1390	460	0	0
10951	28	20002	450	960	0	0
10961	1	40003	1030	520	0	0
10961	2	40004	1090	480	0	0
10961	3	40005	1150	440	0	0
10961	4	40006	1210	400	0	0
10961	5	40007	1290	380	0	0
10961	6	40008	1370	400	0	0
10961	7	40009	1450	440	0	0
10961	8	40010	1510	480	0	0
10961	9	40011	1570	520	0	0
10961	10	40012	1150	540	0	0
10961	11	40013	1210	580	0	0
10961	12	40014	1290	620	0	0
10961	13	40015	1370	580	0	0
10961	14	40016	1450	540	0	0
10961	15	40017	1190	660	0	0
10961	16	40018	1290	720	0	0
10961	17	40019	1410	680	0	0
10961	18	10018	2210	400	0	0
10963	1	38003	230	500	0	0
10963	2	38004	2230	1760	0	0
10963	3	38001	1550	760	0	0
10963	4	38001	870	2000	0	0
10963	5	38002	870	740	0	0
10964	1	38003	250	1760	0	0
10964	2	38004	3110	1780	0	0
10964	3	38001	1830	1000	0	0
10964	4	38002	970	640	0	0
10964	5	38002	870	1940	0	0
10964	6	38002	2470	1960	0	0
10965	1	38062	830	860	292	3
10965	2	38062	1030	1280	337	1
10965	3	38062	830	1740	296	3
10965	4	38062	1050	2360	335	3
10965	5	38062	1730	2580	280	3
10965	6	38062	1630	2000	431	1
10965	7	38062	1470	600	233	3
10965	8	38062	1990	580	270	3
10965	9	38062	2490	1040	348	3
10965	10	38062	2310	1660	262	1
10965	11	38062	2650	1480	272	3
10965	12	38062	1930	2120	260	3
10965	13	38063	2690	440	0	0
10965	14	38064	2830	340	0	0
10965	15	38033	2530	2200	0	0
10965	16	38063	270	300	0	0
10965	17	38032	3050	740	0	0
10965	18	18021	3030	2680	0	0
10965	19	38065	3030	2680	0	0
10966	1	38062	830	860	292	1
10966	2	38062	1030	1280	337	1
10966	3	38062	830	1740	296	3
10966	4	38062	1050	2360	335	3
10966	5	38062	1730	2580	280	3
10966	6	38062	1630	2000	431	1
10966	7	38062	1470	600	233	3
10966	8	38062	1990	580	270	3
10966	9	38062	2490	1040	348	3
10966	10	38062	2310	1660	262	3
10966	11	38062	2650	1480	272	1
10966	12	38062	1930	2120	260	3
10966	13	38063	2690	440	0	0
10966	14	38064	2830	340	0	0
10966	15	38033	2530	2200	0	0
10966	16	38063	270	300	0	0
10966	17	38032	3050	740	0	0
10966	18	18021	3030	2680	0	0
10966	19	38065	3030	2680	0	0
10982	1	27022	2730	260	0	0
10982	2	27023	2810	200	0	0
10982	3	38022	2110	1580	153	3
10982	4	38022	1270	1580	144	1
10982	5	38022	430	2160	156	3
10982	6	38022	2890	940	159	3
10982	7	38022	2090	2200	190	1
10983	1	38022	450	920	3330	1
10983	2	38022	2050	960	156	1
10983	3	38022	2090	380	198	1
10983	4	38022	2950	2300	200	1
10983	5	38022	3750	2800	156	1
10984	1	38022	2050	940	143	3
10984	2	38022	2890	1000	125	3
10984	3	38022	3710	2300	135	1
10984	4	38022	1250	2820	155	3
10985	1	38022	1250	940	177	3
10985	2	38022	2930	1520	141	1
10985	3	38022	1270	2140	140	1
10985	4	38022	1230	1560	143	3
10986	1	38027	90	1080	0	0
10986	2	38030	670	320	0	0
10986	3	38030	830	340	0	0
10987	1	38029	2410	320	0	0
10988	1	38028	4090	1620	0	0
10989	1	38023	3090	940	0	0
10991	1	15163	1070	120	0	0
10991	2	15088	470	180	0	0
10991	3	15226	990	260	0	0
10991	4	15243	990	260	0	0
10991	5	15244	990	260	0	0
10991	6	24009	1110	580	0	0
10991	7	15291	990	260	0	0
10992	1	38003	650	1640	0	0
10992	2	24001	230	1640	0	0
10992	3	38004	2330	360	0	0
10992	4	38001	1070	880	0	0
10992	5	38002	1730	520	0	0
10992	6	38002	670	460	0	0
10992	7	38002	730	1180	0	0
10992	8	38002	1650	1360	0	0
10992	9	38005	1230	280	0	0
10992	10	38005	2250	1520	0	0
10992	11	38002	1290	840	0	0
10992	12	10122	330	720	0	0
10993	1	38013	230	2920	0	0
10993	2	38013	470	3100	0	0
10993	3	38013	310	2900	0	0
10993	4	38013	390	2880	0	0
10993	5	38013	550	3080	0	0
10993	6	38013	630	3040	0	0
10993	7	15280	590	2880	0	0
10994	1	15229	990	260	0	0
10994	2	15088	470	160	0	0
10994	3	15168	290	200	0	0
10994	4	14366	1270	620	0	0
10994	5	11091	1330	640	0	0
10994	6	14024	1210	600	0	0
10994	7	15172	1150	580	0	0
10994	8	13038	910	500	0	0
10994	9	11057	970	520	0	0
10994	10	11067	1090	560	0	0
10994	11	14256	1030	540	0	0
10995	1	27007	270	80	0	0
10995	2	15285	470	240	0	0
10995	3	27007	550	280	0	0
10995	4	22058	110	560	0	0
10996	1	27007	530	280	0	0
10996	2	15285	330	380	0	0
10997	1	38074	630	260	175	1
10997	2	38075	1050	180	162	1
10997	3	38076	1030	540	159	3
10997	4	38077	1490	340	164	3
10997	5	38074	1650	780	170	3
10997	6	38075	2130	640	161	3
10997	7	38076	2010	1000	168	3
10997	8	38077	1410	1540	165	3
10997	9	38076	970	1520	157	1
10997	10	38075	550	1540	161	3
10997	11	38074	190	1260	163	3
10997	12	38073	870	1040	0	0
10997	13	38072	950	1100	0	0
11000	1	15013	30	80	0	0
11000	2	39004	1790	1740	0	0
11000	3	39002	1630	600	0	0
11001	1	17002	430	480	0	0
11001	2	17002	570	520	0	0
11001	3	16005	310	420	0	0
11001	4	17002	210	560	0	0
11001	5	17002	350	620	0	0
11001	6	10107	290	580	0	0
11001	7	10103	510	460	0	0
11001	8	15158	910	720	0	0
11002	1	17018	390	240	0	0
11002	2	17018	470	360	0	0
11003	1	15103	1210	1200	0	0
11003	2	17123	1350	420	0	0
11003	3	11034	1290	360	0	0
11003	4	14054	1390	360	0	0
11003	5	14183	1450	440	0	0
11011	1	12037	570	660	0	0
11011	2	14073	370	500	0	0
11011	3	13002	90	780	0	0
11011	4	16005	610	600	0	0
11011	5	17177	550	520	0	0
11011	6	17177	410	480	0	0
11011	7	10042	210	640	0	0
11011	8	10042	130	640	0	0
11011	9	10042	170	620	0	0
11011	10	10042	90	620	0	0
11011	11	10042	170	580	0	0
11011	12	10042	290	600	0	0
11011	13	10042	130	600	0	0
11011	14	10042	250	580	0	0
11011	15	10017	290	640	0	0
11011	16	10042	210	560	0	0
11011	17	10042	250	660	0	0
11011	18	10042	210	680	0	0
11011	19	10042	250	620	0	0
11011	20	10042	170	660	0	0
11011	21	10042	210	600	0	0
11011	22	17019	690	620	0	0
11011	23	15136	270	440	0	0
11011	24	12043	730	640	0	0
11011	25	12033	770	740	0	0
11011	26	16021	630	760	0	0
11011	27	14049	330	460	0	0
11012	1	11002	590	520	0	0
11012	2	17019	510	560	0	0
11012	3	12037	850	380	0	0
11012	4	15093	190	420	0	0
11012	5	15092	690	120	0	0
11012	6	17003	330	440	0	0
11012	7	13002	810	420	0	0
11012	8	12033	810	320	0	0
11012	9	15070	710	380	0	0
11012	10	15158	370	360	0	0
11012	11	16023	50	340	0	0
11012	12	38010	250	340	0	0
11013	1	10144	950	500	84	1
11013	2	10144	1270	500	109	3
11013	3	10144	1250	940	73	3
11013	4	10144	490	500	115	3
11013	5	10144	450	800	118	1
11013	6	10144	590	1020	88	1
11013	7	17177	50	1240	0	0
11013	8	17177	130	1280	0	0
11013	9	14227	130	1220	0	0
11013	10	12037	230	160	0	0
11021	1	15100	710	300	0	0
11021	2	14236	1190	420	0	0
11021	3	15158	50	520	0	0
11021	4	15165	1010	500	0	0
11021	5	16023	1170	500	0	0
11021	6	16013	1150	360	0	0
11021	7	15153	190	180	0	0
11021	8	16041	70	440	0	0
11031	1	22012	1130	1320	0	0
11031	2	22012	1290	1420	0	0
11031	3	22012	1450	1500	0	0
11031	4	17013	390	1280	0	0
11031	5	17013	110	1440	0	0
11031	6	17227	50	1240	0	0
11031	7	21001	610	740	0	0
11031	8	21001	690	700	0	0
11031	9	24006	90	620	0	0
11031	10	24005	1470	1020	0	0
11031	11	18001	1190	140	0	0
11031	12	18001	750	240	0	0
11031	13	24007	1030	240	0	0
11031	14	24008	730	1480	0	0
11031	15	19028	110	1200	0	0
11031	16	15158	750	1580	0	0
11031	17	24010	710	1060	0	0
11031	18	23002	150	260	0	0
11031	19	19042	690	1520	0	0
11031	20	19043	510	820	0	0
11031	21	38080	1070	620	0	0
11031	22	19044	70	880	0	0
11032	1	16005	1130	340	0	0
11033	1	16005	1130	340	0	0
11034	1	16005	1190	320	0	0
11041	1	24005	1490	1060	0	0
11041	2	24006	130	600	0	0
11041	3	22012	1130	1320	0	0
11041	4	22012	1290	1420	0	0
11041	5	22012	1450	1500	0	0
11041	6	17013	390	1280	0	0
11041	7	17013	90	1440	0	0
11041	8	17227	50	1240	0	0
11041	9	21001	610	720	0	0
11041	10	21001	670	700	0	0
11041	11	18001	730	240	0	0
11041	12	18001	1210	140	0	0
11041	13	24007	1030	220	0	0
11041	14	24008	730	1480	0	0
11041	15	19028	110	1200	0	0
11041	16	15158	750	1580	0	0
11041	17	24010	710	1060	0	0
11041	18	23002	150	260	0	0
11041	19	19042	690	1520	0	0
11041	20	19043	510	820	0	0
11041	21	38080	1050	620	0	0
11041	22	19044	70	880	0	0
11042	1	16005	1130	340	0	0
11043	1	16005	1130	340	0	0
11044	1	16005	1190	320	0	0
11101	1	15083	290	340	0	0
11131	1	15103	310	360	0	0
11131	2	20001	590	320	0	0
11131	3	14054	490	280	0	0
11132	1	15096	490	300	0	0
11132	2	15070	550	320	0	0
11133	1	14295	330	380	0	0
11171	1	15018	490	400	0	0
11171	2	15020	550	400	0	0
11171	3	20001	450	320	0	0
11172	1	15046	450	320	0	0
11172	2	13002	250	400	0	0
11173	1	20001	450	340	0	0
11173	2	15164	550	380	0	0
11174	1	13002	490	380	0	0
11174	2	20001	630	440	0	0
11201	1	16003	330	320	0	0
11202	1	16003	570	380	0	0
11202	2	16021	290	340	0	0
11202	3	15131	330	300	0	0
11203	1	16003	590	380	0	0
11203	2	16021	270	340	0	0
11203	3	15131	330	300	0	0
11221	1	16002	290	300	0	0
11222	1	16002	290	340	0	0
11223	1	16002	290	340	0	0
11241	1	16001	490	400	0	0
11241	2	15102	690	540	0	0
11242	1	16001	350	400	0	0
11242	2	15069	530	420	0	0
11242	3	15070	250	220	0	0
11242	4	15078	710	480	0	0
11242	5	14128	150	540	0	0
11242	6	15085	230	540	0	0
11242	7	14128	290	500	0	0
11243	1	16018	510	400	0	0
11244	1	16018	510	400	0	0
11261	1	16004	410	240	0	0
11262	1	16011	410	240	0	0
11263	1	16011	410	240	0	0
11264	1	19029	390	300	0	0
11265	1	19029	390	300	0	0
11301	1	17002	330	300	0	0
11301	2	17002	270	340	0	0
11301	3	17002	190	380	0	0
11301	4	17002	610	460	0	0
11301	5	17002	530	500	0	0
11301	6	17002	430	540	0	0
11301	7	17001	450	320	0	0
11301	8	14216	470	380	0	0
11301	9	11047	430	360	0	0
11301	10	10099	510	380	0	0
11302	1	14054	450	380	0	0
11303	1	19027	650	180	0	0
11303	2	19026	170	380	0	0
11304	1	19027	650	180	0	0
11304	2	19026	170	380	0	0
11305	1	19027	650	180	0	0
11305	2	19026	170	380	0	0
11306	1	19027	650	180	0	0
11306	2	19026	170	380	0	0
11307	1	11047	570	320	0	0
11307	2	11026	650	400	0	0
11307	3	11020	330	320	0	0
11307	4	11021	250	360	0	0
11307	5	11018	590	440	0	0
11307	6	11001	510	480	0	0
11307	7	11040	150	400	0	0
11307	8	11036	410	520	0	0
11307	9	11060	450	320	0	0
11307	10	11051	350	440	0	0
11401	1	15009	190	720	0	0
11401	2	15166	850	240	0	0
11401	3	14189	1230	800	0	0
11401	4	14267	750	540	0	0
11401	5	15173	1170	340	0	0
11401	6	14183	1350	480	0	0
11401	7	11034	1410	460	0	0
11401	8	14009	1410	500	0	0
11411	1	14171	210	340	0	0
11411	2	14170	190	380	0	0
11411	3	15158	930	360	0	0
11411	4	15173	610	460	0	0
11411	5	14052	330	260	0	0
11411	6	14180	410	280	0	0
11411	7	14033	350	280	0	0
11411	8	11031	450	300	0	0
11411	9	11030	510	300	0	0
11411	10	11015	550	320	0	0
11411	11	14506	150	400	0	0
11411	12	17047	530	480	0	0
11423	1	15166	410	260	0	0
11423	2	17326	210	640	0	0
11423	3	17326	170	560	0	0
11423	4	10095	270	560	0	0
11423	5	15052	390	380	0	0
11424	1	15052	230	280	0	0
11424	2	40002	310	200	0	0
11431	1	15381	290	1000	0	0
11431	2	11144	550	880	0	0
11431	3	17195	610	820	0	0
11431	4	17195	650	840	0	0
11432	1	15052	510	520	0	0
11432	2	15126	510	520	0	0
11432	3	14229	550	560	0	0
11432	4	14229	450	500	0	0
11432	5	14228	570	500	0	0
11501	1	20002	1090	300	0	0
11501	2	20001	2290	2460	0	0
11501	3	20001	2310	920	0	0
11501	4	20001	3970	540	0	0
11501	5	24001	1310	1040	0	0
11501	6	24001	3050	1740	0	0
11501	7	20002	1010	2420	0	0
11501	8	25038	3950	300	0	0
11501	9	25038	3570	500	0	0
11501	10	25038	3650	260	0	0
11501	11	25038	2170	580	0	0
11501	12	25038	1990	2200	0	0
11501	13	25038	1930	2460	0	0
11501	14	25038	2290	2360	0	0
11501	15	25038	1110	2460	0	0
11501	16	25038	1930	900	0	0
11501	17	25038	1890	1060	0	0
11501	18	11070	3870	260	0	0
11502	1	20001	1050	2480	0	0
11502	2	20001	3970	1800	0	0
11502	3	20001	3150	540	0	0
11502	4	20002	1850	360	0	0
11502	5	20002	2990	1200	0	0
11502	6	20002	2650	2360	0	0
11502	7	24001	2190	1140	0	0
11502	8	24001	2010	1720	0	0
11502	9	25038	1490	2280	0	0
11502	10	25038	1470	2460	0	0
11502	11	25038	1230	2500	0	0
11502	12	25038	2810	280	0	0
11502	13	25038	2770	540	0	0
11502	14	25038	3110	260	0	0
11502	15	25038	3050	520	0	0
11502	16	25038	3690	1800	0	0
11502	17	25038	3650	1580	0	0
11502	18	25038	3890	1580	0	0
11502	19	25038	2730	2480	0	0
11502	20	17102	3110	320	0	0
11502	21	14009	3070	280	0	0
11502	22	14220	2870	280	0	0
11502	23	14221	3130	460	0	0
11502	24	11016	1150	2460	0	0
11502	25	11047	1210	2400	0	0
11502	26	11018	1150	2380	0	0
11502	27	11034	1230	2280	0	0
11502	28	14009	1270	2320	0	0
11502	29	17463	1130	2280	0	0
11502	30	17463	1070	2340	0	0
11502	31	17463	1310	2360	0	0
11502	32	17463	1310	2460	0	0
11503	1	20001	210	1200	0	0
11503	2	20001	1150	240	0	0
11503	3	20002	2330	1600	0	0
11503	4	11014	1450	260	0	0
11503	5	11047	1350	360	0	0
11503	6	11018	1370	380	0	0
11503	7	14183	1270	300	0	0
11503	8	11072	1330	260	0	0
11503	9	17013	1490	300	0	0
11504	1	20002	150	1780	0	0
11505	1	20001	230	560	0	0
11505	2	20001	2330	3100	0	0
11505	3	20002	1470	1480	0	0
11505	4	24001	2090	360	0	0
11505	5	11072	290	280	0	0
11505	6	15161	530	260	0	0
11508	1	20001	210	1080	0	0
11508	2	24001	1250	360	0	0
11509	1	20001	1470	260	0	0
11509	2	20002	150	1060	0	0
11509	3	20002	1290	1700	0	0
11509	4	14310	1150	240	0	0
11509	5	11047	1290	360	0	0
11509	6	11018	1250	320	0	0
11509	7	17013	1290	400	0	0
11509	8	17013	1350	380	0	0
11509	9	14092	1110	280	0	0
11509	10	14314	1210	240	0	0
11509	11	14320	1090	380	0	0
11509	12	14321	1290	240	0	0
11509	13	14313	1170	460	0	0
11509	14	14012	1390	280	0	0
11515	1	20001	430	360	0	0
11516	1	20001	630	340	0	0
11516	2	20002	370	180	0	0
11517	1	20002	410	520	0	0
11518	1	20001	230	180	0	0
11519	1	20001	210	460	0	0
11520	1	20001	390	420	0	0
11521	1	20002	630	500	0	0
11521	2	10016	270	280	0	0
11521	3	10174	270	220	0	0
11521	4	10174	330	240	0	0
11521	5	10174	230	240	0	0
11521	6	10174	350	280	0	0
11521	7	14325	590	260	0	0
11522	1	20001	630	340	0	0
11522	2	20002	170	340	0	0
11523	1	20002	630	240	0	0
11524	1	20001	390	180	0	0
11525	1	11090	190	360	0	0
11525	2	11072	590	220	0	0
11526	1	20001	190	200	0	0
11527	1	20001	170	280	0	0
11528	1	20001	430	420	0	0
11529	1	10013	510	380	0	0
11529	2	10175	550	440	0	0
11529	3	10175	550	300	0	0
11529	4	10175	630	460	0	0
11529	5	10175	610	280	0	0
11531	1	24001	1270	340	0	0
11532	1	20001	1110	980	0	0
11532	2	24001	1390	1000	0	0
11532	3	25032	1310	620	0	0
11532	4	25032	590	1060	0	0
11533	1	20002	1170	1080	0	0
11533	2	25032	1170	780	0	0
11533	3	25032	1310	1280	0	0
11535	1	20002	1330	580	0	0
11535	2	25032	1170	740	0	0
11535	3	25032	1690	400	0	0
11536	1	20001	1130	1000	0	0
11536	2	24001	1390	1000	0	0
11536	3	25032	1310	1280	0	0
11536	4	25032	1330	460	0	0
11536	5	25032	530	1080	0	0
11537	1	20002	410	180	0	0
11538	1	20001	430	420	0	0
11540	1	20002	630	500	0	0
11541	1	24001	230	480	0	0
11541	2	14033	570	240	0	0
11541	3	17087	510	200	0	0
11541	4	17087	610	200	0	0
11542	1	20002	150	340	0	0
11542	2	17059	310	200	0	0
11542	3	17059	230	260	0	0
11542	4	14271	290	240	0	0
11543	1	20002	610	240	0	0
11543	2	24001	390	520	0	0
11543	3	25032	530	240	0	0
11543	4	25032	630	520	0	0
11544	1	20001	210	460	0	0
11544	2	25032	130	420	0	0
11551	1	20001	1210	1680	0	0
11552	1	20002	1190	740	0	0
11552	2	19023	110	340	0	0
11554	1	20002	290	900	0	0
11555	1	20002	1550	280	0	0
11556	1	20002	1270	1680	0	0
11560	1	25032	410	220	0	0
11560	2	10248	310	300	0	0
11560	3	10260	250	320	0	0
11560	4	10259	370	280	0	0
11560	5	17198	30	80	0	0
11561	1	17200	290	960	0	0
11561	2	17200	290	1000	0	0
11561	3	17200	290	1040	0	0
11561	4	17200	290	1080	0	0
11561	5	17200	350	960	0	0
11561	6	17200	350	1080	0	0
11561	7	17199	350	1000	0	0
11561	8	17199	350	1040	0	0
11561	9	17199	410	960	0	0
11561	10	17199	410	1080	0	0
11561	11	17199	410	1000	0	0
11561	12	17199	410	1040	0	0
11561	13	17199	470	960	0	0
11561	14	17199	470	1080	0	0
11561	15	17175	470	1000	0	0
11561	16	17175	470	1040	0	0
11561	17	17175	530	960	0	0
11561	18	17175	530	1080	0	0
11561	19	14143	530	1000	0	0
11561	20	14143	530	1040	0	0
11561	21	14143	590	960	0	0
11561	22	14143	590	1000	0	0
11561	23	14143	590	1040	0	0
11561	24	14143	590	1080	0	0
11561	25	14141	730	940	0	0
11561	26	14141	730	980	0	0
11561	27	14141	730	1020	0	0
11561	28	14141	730	1060	0	0
11561	29	14141	790	940	0	0
11561	30	14141	790	1060	0	0
