//Data_Client 
//Id 	Name 	Level 	Hp 	Sp 	Int1 	Atk1 	Def1 	Hpx1 	Spx1 	Agi1 	Fai1 	Int2 	Atk2 	Def2 	Hpx2 	Spx2 	Agi2 	Fai2 	element 	elem_val 	equippos 	RbPetFrom 	RbPetTo 	AddPet 	
10526	Thiên hoàn	108	0	0	0	33	0	0	0	0	0	0	0	0	0	0	5	0	2	2	3	0	0	0	
10527	Thiên C½	108	0	0	0	33	0	0	0	0	0	0	0	0	0	0	5	0	3	2	3	0	0	0	
10528	Thiên Quy«n 	108	0	0	0	33	0	0	0	0	0	0	0	0	0	0	5	0	4	2	3	0	0	0	
10529	Cam Hßng Bá	50	0	0	0	31	0	90	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
10530	Cu¯c chân kim	90	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10531	Cu¯c tân truy«n	95	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10532	Cu¯c hòa ði«n	100	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10533	Cu¯c ðá vû hoa	105	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10534	Cu¯c nham thÕch ðö	110	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	0	
10535	Ðèn l°ng nguyên tiêu	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10536	Ðèn l°ng ðoÕt h°n	117	0	0	0	34	0	0	0	0	0	0	0	0	0	0	6	0	5	1	3	0	0	0	
10537	Ðèn l°ng nhiªp phách	117	0	0	34	0	0	0	0	0	0	0	0	0	0	0	6	0	5	1	3	0	0	0	
10538	Ðèn h°i nguyên	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10539	Sß giäo kiªm	0	0	0	0	30	0	0	0	0	0	0	0	0	100	0	0	0	5	2	3	0	0	0	
10540	Sß kh¯ng kiªm	0	0	0	0	30	0	0	0	0	0	0	0	0	100	0	0	0	5	2	3	0	0	0	
10541	KhaiThiênPhápTrßþng	0	0	0	30	0	0	0	0	0	0	0	0	0	100	0	0	0	5	2	3	0	0	0	
10542	T¸ch ð¸a pháp trßþng	0	0	0	30	0	0	0	0	0	0	0	0	0	100	0	0	0	5	2	3	0	0	0	
10543	Nh§t nµ bäo ðao	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10544	Ðèn l°ng ðö nhö	15	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10545	Nh§n vô änh	25	0	0	0	50	0	0	0	0	0	0	0	0	0	0	-15	0	5	3	3	0	0	0	
10546	Kimchùy.NgñThiênTØ	150	0	0	0	55	0	0	0	0	0	0	0	-25	0	0	0	0	0	0	3	0	0	0	
10547	Tu la träm	150	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10548	Th¥nChâmÐ.BátPhß½ng	150	0	0	55	0	0	0	0	0	0	0	0	0	0	0	-25	0	0	0	3	0	0	0	
10549	Hiên viên kÏ	150	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
10550	L°ng ðèn	100	0	0	50	0	0	0	0	0	0	0	0	0	0	0	40	0	5	3	3	0	0	0	
11001	Kiªm BÕch Nhân 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11002	Kiªm TØ Cñc 	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11003	Kiªm s¡t 	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11004	Kiªm H¡c Thiªt 	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11005	Kiªm Trß¶ng Lßu 	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11006	Kiªm Phàn Vân 	20	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11007	Kiªm Dß½ng Sa 	25	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11008	Kiªm Dung Cß½ng 	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11009	Kiªm Lính khí 	35	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11010	Kiªm Ngô Vß½ng	40	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11011	Khoáng Kiªm	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11012	Kiªm Banh Nh§t 	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11013	Kiªm Quang Tinh 	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11014	Kiªm Vû Lµ 	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11015	Kiªm Phong Lô 	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	
11016	Kiªm Vi®t Vß½ng	45	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	
11017	Kiªm quang Hþp 	50	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	
11018	Kiªm Ngñ Nhung 	55	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	
11019	Kiªm Lßng Vân 	60	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	
11020	Kiªm Ngû Hành 	65	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	
11021	Kiªm Ðàn Hß½ng 	70	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11022	Kiªm Trúc Triªt 	75	0	0	0	17	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11023	Kiªm Tùng Vân 	80	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11024	Kiªm Thi Hùng 	85	0	0	0	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11025	Kiªm Thái Cñc 	90	0	0	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11026	Kiªm Song C± 	93	0	0	0	21	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11027	Kiªm PhÕm Nguyên	96	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11028	Kiªm Phù Phong 	99	0	0	0	23	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11029	Kiªm BÕch H°ng 	102	0	0	0	24	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11030	Kiªm Banh Höa 	105	0	0	0	25	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11031	Kiªm ÐoÕn Häi 	108	0	0	0	26	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11032	Kiªm Lang Vß½ng	111	0	0	0	27	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11033	Kiªm Quân TØ 	114	0	0	0	28	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11034	Kiªm Thanh Công 	117	0	0	0	29	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	
11035	Kiªm  Thiên 	120	0	0	0	30	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11036	Kiªm T¥n Hoàng 	123	0	0	0	31	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11037	Xà Kiªm 	126	0	0	0	32	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11038	Kiªm Cñc Tinh 	129	0	0	0	33	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11039	Kiªm Quang Thiên	132	0	0	0	34	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11040	Kiªm Hoàng Ðª 	135	0	0	0	35	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11041	Kiªm Phøc Hy 	138	0	0	0	36	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11042	Kiªm Phá Ð¸a 	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	
11043	Kiªm Kích Nguy®t	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	
11044	Kiªm HÕn Nh§t 	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	3	1	3	0	0	0	
11045	Kiªm Träm Phong 	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	4	1	3	0	0	0	
11046	Kiªm Hµ M®nh 	30	0	0	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	
11047	Kiªm M§t thÕch 	65	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	1	2	3	0	0	0	
11048	Kiªm TØ Vån 	65	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	2	2	3	0	0	0	
11049	Kiªm Th×a Diêm 	65	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	3	2	3	0	0	0	
11050	Kiªm Li®t Vân 	65	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	0	4	2	3	0	0	0	
11051	Kiªm Tùng Nghiêm	80	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	1	2	3	0	0	0	
11052	Kiªm Trñc Vån 	80	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	2	2	3	0	0	0	
11053	Kiªm Diêm Xích 	80	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	3	2	3	0	0	0	
11054	Kiªm Biêu Phong	80	0	0	0	18	0	0	0	0	0	0	0	0	0	0	3	0	4	2	3	0	0	0	
11056	ThÕch Kiªm 	96	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	1	2	3	0	0	0	
11057	Long Kiªm 	96	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	2	2	3	0	0	0	
11058	Nguy®t Kiªm 	96	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	3	2	3	0	0	0	
11059	Thß½ng Kiªm 	96	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	4	2	3	0	0	0	
11060	Kiªm Càn Lan	102	0	0	36	0	0	0	0	0	0	0	0	0	0	0	-4	0	1	3	3	0	0	0	
11061	Kiªm Kh± Dao	102	0	0	36	0	0	0	0	0	0	0	0	0	0	0	-4	0	2	3	3	0	0	0	
11062	Kiªm Ð¢ng Kim	102	0	0	36	0	0	0	0	0	0	0	0	0	0	0	-4	0	3	3	3	0	0	0	
11063	Kiªm Ngû Vân	102	0	0	36	0	0	0	0	0	0	0	0	0	0	0	-4	0	4	3	3	0	0	0	
11064	Kiªm Kim Ð°ng	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	5	1	3	0	0	0	
11065	Kiªm Ng÷c Næ 	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	5	1	3	0	0	0	
11066	BÕch Xà Nô	50	0	0	31	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	
11067	Ngøy thành h°ng kiªm	120	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	0	
11068	Ngñ tÑ viêm hán kiªm	80	0	0	0	25	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	
11069	Thanh tình kiªm	160	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	0	0	
11070	Th¥n kiªm Hiên Viên	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11071	H÷a änh ð¢ng kh¯ng	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11072	Th¥n kiªm vû	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11073	Th¥n kiªm kh·i	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11074	Th¥n kiªm thái khang	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11075	Th¥n kiªm hi®p	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11076	Th¥n kiªm ð¸nh quang	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11077	Th¥n kiªm chiªu ðäm	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11078	Th¥n kiªm hàm quang	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11079	Th¥n kiªm th×a änh	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11080	Th¥nkiªm tích luy®n 	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11081	Ch¤nNhÕcThßþngPhß½ng	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11082	Bäo kiªm côn ngô	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11083	Tu¤n	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11084	Bäo kiªm can tß¾ng	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11085	Bäo kiªm mÕc tà	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11086	Bäo kiªm trÕm lô	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11087	Bäo kiªm thu¥n quân	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11088	Bäo kiªm th¡ng tà	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11089	Bäo kiªm ngß tràng	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11090	Bäo kiªm cñ khuyªt	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11091	Bäo kiªm y¬m nh§t	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0	0	
11092	Bäo kiªm ðoÕn thüy	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	
11093	BäoKiªmChuy¬nPhách	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11094	Bäo kiªm huy«n ti­n	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11095	Bäo kiªm kinh nghê 	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11096	Bäo kiªm di®t h°n	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	0	0	
11097	Bäo kiªm khß¾c tà	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11098	Bäo kiªm chân cang	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11099	Bäo kiªm long uyên	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11100	Gi¾i	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
11101	Bäo kiªm thái a	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
