10859	45295	7	950	460
10859	15465	8	1390	320
10859	15466	9	1310	400
10859	38210	10	730	520
10859	38211	11	950	620
10860	15049	1	1030	280
10860	15050	2	1190	200
10860	45300	3	810	500
10860	45294	4	1010	560
10860	45307	5	870	460
10860	45299	6	1010	480
10860	45295	7	950	460
10860	15465	8	1370	320
10860	15466	9	1310	400
10860	38210	10	750	540
10860	38211	11	930	620
10861	15049	1	1030	280
10861	15050	2	1190	200
10861	45300	3	810	500
10861	45294	4	1010	560
10861	45307	5	870	460
10861	45299	6	1010	480
10861	45295	7	950	460
10861	15465	8	1370	320
10861	15466	9	1310	420
10861	38210	10	750	540
10861	38211	11	930	620
10862	15049	1	1030	280
10862	15050	2	1190	200
10862	45300	3	810	500
10862	45294	4	1010	560
10862	45307	5	870	460
10862	45299	6	1010	480
10862	45295	7	950	460
10862	15465	8	1370	320
10862	15466	9	1310	420
10862	38210	10	730	540
10862	38211	11	950	620
10863	15049	1	1030	280
10863	15050	2	1190	200
10863	45300	3	810	500
10863	45294	4	1010	560
10863	45307	5	870	460
10863	45299	6	1010	480
10863	45295	7	950	460
10863	15465	8	1370	300
10863	15466	9	1310	400
10863	38210	10	750	540
10863	38211	11	930	620
10864	15049	1	1030	280
10864	15050	2	1190	200
10864	45300	3	810	500
10864	45294	4	1010	560
10864	45307	5	870	460
10864	45299	6	1010	480
10864	45295	7	950	460
10864	15465	8	1390	300
10864	15466	9	1310	400
10864	38210	10	750	540
10864	38211	11	950	620
10865	15049	1	1030	280
10865	15050	2	1190	200
10865	45300	3	810	500
10865	45294	4	1010	560
10865	45307	5	870	460
10865	45299	6	1010	480
10865	45295	7	950	460
10865	15465	8	1370	320
10865	15466	9	1330	400
10865	38210	10	730	540
10865	38211	11	930	620
10866	15049	1	1030	280
10866	15050	2	1190	200
10866	45300	3	810	500
10866	45294	4	1010	560
10866	45307	5	870	460
10866	45299	6	1010	480
10866	45295	7	950	460
10866	15465	8	1390	320
10866	15466	9	1330	400
10866	38210	10	730	540
10866	38211	11	930	620
10867	15049	1	1030	280
10867	15050	2	1190	200
10867	45300	3	810	500
10867	45294	4	1010	560
10867	45307	5	870	460
10867	45299	6	1010	480
10867	45295	7	950	460
10867	15465	8	1390	320
10867	15466	9	1290	420
10867	38210	10	730	540
10867	38211	11	930	620
10868	15049	1	1030	280
10868	15050	2	1190	200
10868	45300	3	810	500
10868	45294	4	1010	560
10868	45307	5	870	460
10868	45299	6	1010	480
10868	45295	7	950	460
10868	15465	8	1390	300
10868	15466	9	1310	400
10868	38210	10	730	540
10868	38211	11	950	620
10869	15049	1	1030	280
10869	15050	2	1190	200
10869	45300	3	810	500
10869	45294	4	1010	560
10869	45307	5	870	460
10869	45299	6	1010	480
10869	45295	7	950	460
10869	15465	8	1390	320
10869	15466	9	1330	420
10869	38210	10	730	540
10869	38211	11	950	620
10870	15049	1	1030	280
10870	15050	2	1190	200
10870	45300	3	810	500
10870	45294	4	1010	560
10870	45307	5	870	460
10870	45299	6	1010	480
10870	45295	7	950	460
10870	15465	8	1370	300
10870	15466	9	1310	400
10870	38210	10	730	540
10870	38211	11	930	620
10901	16009	1	810	220
10901	16015	2	330	320
10901	16008	3	1090	320
10902	16009	1	810	220
10902	16015	2	330	320
10902	16008	3	1090	320
10903	16009	1	810	220
10903	16015	2	310	360
10903	16008	3	1090	320
10904	16009	1	810	220
10904	16015	2	310	360
10904	16008	3	1090	320
10905	16009	1	810	220
10905	16015	2	310	360
10905	16008	3	1090	320
10906	16009	1	810	220
10906	16015	2	310	360
10906	16008	3	1090	320
10907	16009	1	810	220
10907	16015	2	310	360
10907	16008	3	1090	320
10908	16009	1	810	220
10908	16015	2	310	360
10908	16008	3	1090	320
10909	16009	1	810	220
10909	16015	2	310	360
10909	16008	3	1090	320
10910	16009	1	810	220
10910	16015	2	310	360
10910	16008	3	1090	320
10911	16009	1	810	220
10911	16015	2	310	360
10911	16008	3	1090	320
10912	16009	1	810	220
10912	16015	2	310	360
10912	16008	3	1090	320
10913	16009	1	810	220
10913	16015	2	310	360
10913	16008	3	1090	320
10914	16009	1	810	220
10914	16015	2	310	360
10914	16008	3	1090	320
10915	16009	1	810	220
10915	16015	2	310	360
10915	16008	3	1090	320
10916	16009	1	810	220
10916	16015	2	310	360
10916	16008	3	1090	320
10917	16009	1	810	220
10917	16015	2	310	360
10917	16008	3	1090	320
10918	16009	1	810	220
10918	16015	2	310	360
10918	16008	3	1090	320
10919	16009	1	810	220
10919	16015	2	310	360
10919	16008	3	1090	320
10920	16009	1	810	220
10920	16015	2	310	360
10920	16008	3	1090	320
10951	23001	1	1270	260
10951	24002	2	1270	640
10951	10039	3	1110	1100
10951	15052	4	1230	1040
10951	17021	5	1090	540
10951	35001	6	970	700
10951	35002	7	830	620
10951	35001	8	910	840
10951	30002	9	1130	900
10951	35003	10	530	520
10951	35004	11	670	540
10951	22002	12	630	1020
10951	22003	13	770	1020
10951	22004	14	890	1020
10951	22005	15	970	1020
10951	34005	16	410	700
10951	34006	17	470	700
10951	34007	18	530	700
10951	34008	19	590	700
10951	34009	20	650	700
10951	34010	21	490	840
10951	34010	22	570	840
10951	11018	23	1190	800
10951	22040	24	350	400
10951	22012	25	430	360
10951	35027	26	1310	420
10951	35028	27	1390	460
10951	20002	28	450	960
10961	40003	1	1030	520
10961	40004	2	1090	480
10961	40005	3	1150	440
10961	40006	4	1210	400
10961	40007	5	1290	380
10961	40008	6	1370	400
10961	40009	7	1450	440
10961	40010	8	1510	480
10961	40011	9	1570	520
10961	40012	10	1150	540
10961	40013	11	1210	580
10961	40014	12	1290	620
10961	40015	13	1370	580
10961	40016	14	1450	540
10961	40017	15	1190	660
10961	40018	16	1290	720
10961	40019	17	1410	680
10961	10018	18	2210	400
10963	38003	1	230	500
10963	38004	2	2230	1760
10963	38001	3	1550	760
10963	38001	4	870	2000
10963	38002	5	870	740
10964	38003	1	250	1760
10964	38004	2	3110	1780
10964	38001	3	1830	1000
10964	38002	4	970	640
10964	38002	5	870	1940
10964	38002	6	2470	1960
10965	38062	1	830	860
10965	38062	2	1030	1280
10965	38062	3	830	1740
10965	38062	4	1050	2360
10965	38062	5	1730	2580
10965	38062	6	1630	2000
10965	38062	7	1470	600
10965	38062	8	1990	580
10965	38062	9	2490	1040
10965	38062	10	2310	1660
10965	38062	11	2650	1480
10965	38062	12	1930	2120
10965	38063	13	2690	440
10965	38064	14	2830	340
10965	38033	15	2530	2200
10965	38063	16	270	300
10965	38032	17	3050	740
10965	18021	18	3030	2680
10965	38065	19	3030	2680
10966	38062	1	830	860
10966	38062	2	1030	1280
10966	38062	3	830	1740
10966	38062	4	1050	2360
10966	38062	5	1730	2580
10966	38062	6	1630	2000
10966	38062	7	1470	600
10966	38062	8	1990	580
10966	38062	9	2490	1040
10966	38062	10	2310	1660
10966	38062	11	2650	1480
10966	38062	12	1930	2120
10966	38063	13	2690	440
10966	38064	14	2830	340
10966	38033	15	2530	2200
10966	38063	16	270	300
10966	38032	17	3050	740
10966	18021	18	3030	2680
10966	38065	19	3030	2680
10982	27022	1	2730	260
10982	27023	2	2810	200
10982	38022	3	2110	1580
10982	38022	4	1270	1580
10982	38022	5	430	2160
10982	38022	6	2890	940
10982	38022	7	2090	2200
10983	38022	1	450	920
10983	38022	2	2050	960
10983	38022	3	2090	380
10983	38022	4	2950	2300
10983	38022	5	3750	2800
10984	38022	1	2050	940
10984	38022	2	2890	1000
10984	38022	3	3710	2300
10984	38022	4	1250	2820
10985	38022	1	1250	940
10985	38022	2	2930	1520
10985	38022	3	1270	2140
10985	38022	4	1230	1560
10986	38027	1	90	1080
10986	38030	2	670	320
10986	38030	3	830	340
10987	38029	1	2410	320
10988	38028	1	4090	1620
10989	38023	1	3090	940
10991	15163	1	1070	120
10991	15088	2	470	180
10991	15226	3	990	260
10991	15243	4	990	260
10991	15244	5	990	260
10991	24009	6	1110	580
10991	15291	7	990	260
10992	38003	1	650	1640
10992	24001	2	230	1640
10992	38004	3	2330	360
10992	38001	4	1070	880
10992	38002	5	1730	520
10992	38002	6	670	460
10992	38002	7	730	1180
10992	38002	8	1650	1360
10992	38005	9	1230	280
10992	38005	10	2250	1520
10992	38002	11	1290	840
10992	10122	12	330	720
10993	38013	1	230	2920
10993	38013	2	470	3100
10993	38013	3	310	2900
10993	38013	4	390	2880
10993	38013	5	550	3080
10993	38013	6	630	3040
10993	15280	7	590	2880
10994	15229	1	990	260
10994	15088	2	470	160
10994	15168	3	290	200
10994	14366	4	1270	620
10994	11091	5	1330	640
10994	14024	6	1210	600
10994	15172	7	1150	580
10994	13038	8	910	500
10994	11057	9	970	520
10994	11067	10	1090	560
10994	14256	11	1030	540
10995	27007	1	530	280
10995	15285	2	470	240
10995	27007	3	550	280
10995	22058	4	270	460
10996	27007	1	530	280
10996	15285	2	330	380
10997	38074	1	630	260
10997	38075	2	1050	180
10997	38076	3	1030	540
10997	38077	4	1490	340
10997	38074	5	1650	780
10997	38075	6	2130	640
10997	38076	7	2010	1000
10997	38077	8	1410	1540
10997	38076	9	970	1520
10997	38075	10	550	1540
10997	38074	11	190	1260
10997	38073	12	870	1040
10997	38072	13	950	1100
11000	15013	1	30	80
11000	39004	2	1790	1740
11000	39002	3	1630	600
11001	17002	1	430	480
11001	17002	2	570	520
11001	16005	3	310	420
11001	17002	4	210	560
11001	17002	5	350	620
11001	10107	6	290	580
11001	10103	7	510	460
11001	15158	8	910	720
11002	17018	1	390	240
11002	17018	2	470	360
11003	15103	1	1210	1200
11003	17123	2	1350	420
11003	11034	3	1290	360
11003	14054	4	1390	360
11003	14183	5	1450	440
11011	12037	1	570	660
11011	14073	2	370	500
11011	13002	3	90	780
11011	16005	4	610	600
11011	17177	5	550	520
11011	17177	6	410	480
11011	10042	7	210	640
11011	10042	8	130	640
11011	10042	9	170	620
11011	10042	10	90	620
11011	10042	11	170	580
11011	10042	12	290	600
11011	10042	13	130	600
11011	10042	14	250	580
11011	10017	15	290	640
11011	10042	16	210	560
11011	10042	17	250	660
11011	10042	18	210	680
11011	10042	19	250	620
11011	10042	20	170	660
11011	10042	21	210	600
11011	17019	22	690	620
11011	15136	23	270	440
11011	12043	24	730	640
11011	12033	25	770	740
11011	16021	26	630	760
11011	14049	27	330	460
11011	19023	28	430	720
11012	11002	1	590	520
11012	17019	2	510	560
11012	12037	3	850	380
11012	15093	4	190	420
11012	15092	5	690	120
11012	17003	6	330	440
11012	13002	7	810	420
11012	12033	8	810	320
11012	15070	9	710	380
11012	15158	10	370	360
11012	16023	11	50	340
11012	38010	12	250	340
11012	38196	13	510	200
11013	10144	1	950	500
11013	10144	2	1270	500
11013	10144	3	1250	940
11013	10144	4	490	500
11013	10144	5	450	800
11013	10144	6	590	1020
11013	17177	7	50	1240
11013	17177	8	130	1280
11013	14227	9	130	1220
11013	12037	10	230	160
11021	15100	1	710	300
11021	14236	2	1190	420
11021	15158	3	50	520
11021	15165	4	1010	500
11021	16023	5	1170	500
11021	16013	6	1150	360
11021	15153	7	190	180
11021	16041	8	70	440
11031	22012	1	1130	1320
11031	22012	2	1290	1420
11031	22012	3	1450	1500
11031	17013	4	390	1280
11031	17013	5	110	1440
11031	17227	6	50	1240
11031	21001	7	610	740
11031	21001	8	690	700
11031	24006	9	90	620
11031	24005	10	1470	1020
11031	18001	11	1190	140
11031	18001	12	750	240
11031	24007	13	1030	240
11031	24008	14	730	1480
11031	19028	15	110	1200
11031	15158	16	750	1580
11031	24010	17	710	1060
11031	23002	18	150	260
11031	19042	19	690	1520
11031	19043	20	510	820
11031	38080	21	1070	620
11031	19044	22	70	880
11032	16005	1	1130	340
11033	16005	1	1130	340
11034	16005	1	1190	320
11041	24005	1	1490	1060
11041	24006	2	130	600
11041	22012	3	1130	1320
11041	22012	4	1290	1420
11041	22012	5	1450	1500
11041	17013	6	390	1280
11041	17013	7	90	1440
11041	17227	8	50	1240
11041	21001	9	610	720
11041	21001	10	670	700
11041	18001	11	730	240
11041	18001	12	1210	140
11041	24007	13	1030	220
11041	24008	14	730	1480
11041	19028	15	110	1200
11041	15158	16	750	1580
11041	24010	17	710	1060
11041	23002	18	150	260
11041	19042	19	690	1520
11041	19043	20	510	820
11041	38080	21	1050	620
11041	19044	22	70	880
11042	16005	1	1130	340
11043	16005	1	1130	340
11044	16005	1	1190	320
11101	15083	1	290	340
11131	15103	1	310	360
11131	20001	2	590	320
11131	14054	3	490	280
11132	15096	1	490	300
11132	15070	2	550	320
11133	14295	1	330	380
11171	15018	1	490	400
11171	15020	2	550	400
11171	20001	3	450	320
11172	15046	1	450	320
11172	13002	2	250	400
11173	20001	1	450	340
11173	15164	2	550	380
11174	13002	1	490	380
11174	20001	2	630	440
11201	16003	1	330	320
11202	16003	1	570	380
11202	16021	2	290	340
11202	15131	3	330	300
11203	16003	1	590	380
11203	16021	2	270	340
11203	15131	3	330	300
11221	16002	1	290	300
11222	16002	1	290	340
11223	16002	1	290	340
11241	16001	1	490	400
11241	15102	2	690	540
11242	16001	1	350	400
11242	15069	2	530	420
11242	15070	3	250	220
11242	15078	4	710	480
11242	14128	5	150	540
11242	15085	6	230	540
11242	14128	7	290	500
11243	16018	1	510	400
11244	16018	1	510	400
11261	16004	1	410	240
11262	16011	1	410	240
11263	16011	1	410	240
11264	19029	1	390	300
11265	19029	1	390	300
11301	17002	1	330	300
11301	17002	2	270	340
11301	17002	3	190	380
11301	17002	4	610	460
11301	17002	5	530	500
11301	17002	6	430	540
11301	17001	7	450	320
11301	14216	8	470	380
11301	11047	9	430	360
11301	10099	10	510	380
11302	14054	1	450	380
11303	19027	1	650	180
11303	19026	2	170	380
11304	19027	1	650	180
11304	19026	2	170	380
11305	19027	1	650	180
11305	19026	2	170	380
11306	19027	1	650	180
11306	19026	2	170	380
11307	11047	1	570	320
11307	11026	2	650	400
11307	11020	3	330	320
11307	11021	4	250	360
11307	11018	5	590	440
11307	11001	6	510	480
11307	11040	7	150	400
11307	11036	8	410	520
11307	11060	9	450	320
11307	11051	10	350	440
11401	15009	1	190	720
11401	15166	2	850	240
11401	14189	3	1230	800
11401	14267	4	750	540
11401	15173	5	1170	340
11401	14183	6	1350	480
11401	11034	7	1410	460
11401	14009	8	1410	500
11411	14171	1	210	340
11411	14170	2	190	380
11411	15158	3	930	360
11411	15173	4	610	460
11411	14052	5	330	260
11411	14180	6	410	280
11411	14033	7	350	280
11411	11031	8	450	300
11411	11030	9	510	300
11411	11015	10	550	320
11411	14506	11	150	400
11411	17047	12	530	480
11423	15166	1	410	260
11423	17326	2	210	640
11423	17326	3	170	560
11423	10095	4	270	560
11423	15052	5	390	380
11424	15052	1	230	280
11424	40002	2	310	200
11431	15381	1	290	1000
11431	11144	2	550	880
11431	17195	3	610	820
11431	17195	4	650	840
11432	15052	1	510	520
11432	15126	2	510	520
11432	14229	3	550	560
11432	14229	4	450	500
11432	14228	5	570	500
11501	20002	1	1090	300
11501	20001	2	2290	2460
11501	20001	3	2310	920
11501	20001	4	3970	540
11501	24001	5	1310	1040
11501	24001	6	3050	1740
11501	20002	7	1010	2420
11501	25038	8	3950	300
11501	25038	9	3570	500
11501	25038	10	3650	260
11501	25038	11	2170	580
11501	25038	12	1990	2200
11501	25038	13	1930	2460
11501	25038	14	2290	2360
11501	25038	15	1110	2460
11501	25038	16	1930	900
11501	25038	17	1890	1060
11501	11070	18	3870	260
11502	20001	1	1050	2480
11502	20001	2	3970	1800
11502	20001	3	3150	540
11502	20002	4	1850	360
11502	20002	5	2990	1200
11502	20002	6	2650	2360
11502	24001	7	2190	1140
11502	24001	8	2010	1720
11502	25038	9	1490	2280
11502	25038	10	1470	2460
11502	25038	11	1230	2500
11502	25038	12	2810	280
11502	25038	13	2770	540
11502	25038	14	3110	260
11502	25038	15	3050	520
11502	25038	16	3690	1800
11502	25038	17	3650	1580
11502	25038	18	3890	1580
11502	25038	19	2730	2480
11502	17102	20	3110	320
11502	14009	21	3070	280
11502	14220	22	2870	280
11502	14221	23	3130	460
11502	11016	24	1150	2460
11502	11047	25	1210	2400
11502	11018	26	1150	2380
11502	11034	27	1230	2280
11502	14009	28	1270	2320
11502	17463	29	1130	2280
11502	17463	30	1070	2340
11502	17463	31	1310	2360
11502	17463	32	1310	2460
11503	20001	1	210	1200
11503	20001	2	1150	240
11503	20002	3	2330	1600
11503	11014	4	1450	260
11503	11047	5	1350	360
11503	11018	6	1370	380
11503	14183	7	1270	300
11503	11072	8	1330	260
11503	17013	9	1490	300
11504	20002	1	150	1780
11505	20001	1	230	560
11505	20001	2	2330	3100
11505	20002	3	1470	1480
11505	24001	4	2090	360
11505	11072	5	290	280
11505	15161	6	530	260
11508	20001	1	210	1080
11508	24001	2	1250	360
11509	20001	1	1470	260
11509	20002	2	150	1060
11509	20002	3	1290	1700
11509	14310	4	1150	240
11509	11047	5	1290	360
11509	11018	6	1250	320
11509	17013	7	1290	400
11509	17013	8	1350	380
11509	14092	9	1110	280
11509	14314	10	1210	240
11509	14320	11	1090	380
11509	14321	12	1290	240
11509	14313	13	1170	460
11509	14012	14	1390	280
11515	20001	1	430	360
11516	20001	1	630	340
11516	20002	2	370	180
11517	20002	1	410	520
11518	20001	1	230	180
11519	20001	1	210	460
11520	20001	1	390	420
11521	20002	1	630	500
11521	10016	2	270	280
11521	10174	3	270	220
11521	10174	4	330	240
11521	10174	5	230	240
11521	10174	6	350	280
11521	14325	7	590	260
11522	20001	1	630	340
11522	20002	2	170	340
11523	20002	1	630	240
11524	20001	1	390	180
11525	11090	1	190	360
11525	11072	2	590	220
11526	20001	1	190	200
11527	20001	1	170	280
11528	20001	1	430	420
11529	10013	1	510	380
11529	10175	2	550	440
11529	10175	3	550	300
11529	10175	4	630	460
11529	10175	5	610	280
11531	24001	1	1270	340
11532	20001	1	1110	980
11532	24001	2	1390	1000
11532	25032	3	1310	620
11532	25032	4	590	1060
11533	20002	1	1170	1080
11533	25032	2	1170	780
11533	25032	3	1310	1280
11535	20002	1	1330	580
11535	25032	2	1170	740
11535	25032	3	1690	400
11536	20001	1	1130	1000
11536	24001	2	1390	1000
11536	25032	3	1310	1280
11536	25032	4	1330	460
11536	25032	5	530	1080
11537	20002	1	410	180
11538	20001	1	430	420
11540	20002	1	630	500
11541	24001	1	230	480
11541	14033	2	570	240
11541	17087	3	510	200
11541	17087	4	610	200
11542	20002	1	150	340
11542	17059	2	310	200
11542	17059	3	230	260
11542	14271	4	290	240
11543	20002	1	610	240
11543	24001	2	390	520
11543	25032	3	530	240
11543	25032	4	630	520
11544	20001	1	210	460
11544	25032	2	130	420
11551	20001	1	1210	1680
11552	20002	1	1190	740
11552	19023	2	110	340
11554	20002	1	290	900
11555	20002	1	1550	280
11556	20002	1	1270	1680
11560	25032	1	410	220
11560	10248	2	310	300
11560	10260	3	250	320
11560	10259	4	370	280
11560	17198	5	30	80
11561	17200	1	290	960
11561	17200	2	290	1000
11561	17200	3	290	1040
11561	17200	4	290	1080
11561	17200	5	350	960
11561	17200	6	350	1080
11561	17199	7	350	1000
11561	17199	8	350	1040
11561	17199	9	410	960
11561	17199	10	410	1080
11561	17199	11	410	1000
11561	17199	12	410	1040
11561	17199	13	470	960
11561	17199	14	470	1080
11561	17175	15	470	1000
11561	17175	16	470	1040
11561	17175	17	530	960
11561	17175	18	530	1080
11561	14143	19	530	1000
11561	14143	20	530	1040
11561	14143	21	590	960
11561	14143	22	590	1000
11561	14143	23	590	1040
11561	14143	24	590	1080
11561	14141	25	730	940
11561	14141	26	730	980
11561	14141	27	730	1020
11561	14141	28	730	1060
11561	14141	29	790	940
11561	14141	30	790	1060
11561	17176	31	790	980
11561	17176	32	790	1020
11561	17176	33	850	940
11561	17176	34	850	1060
11561	17170	35	850	980
11561	17170	36	850	1020
11561	17170	37	910	940
11561	17170	38	910	980
11561	17170	39	910	1020
11561	17170	40	910	1060
11561	14146	41	1090	1100
11561	14146	42	1090	1140
11561	14146	43	1090	1060
11561	14146	44	1150	1140
11561	14146	45	1150	1100
11561	14146	46	1150	1060
11561	14146	47	1030	1040
11561	14146	48	1030	1080
11561	17170	49	970	1020
11561	17170	50	970	1060
11561	14146	51	1150	1200
11561	14145	52	1330	1100
11561	14145	53	1330	1140
11561	14145	54	1330	1200
11561	14145	55	1390	1100
11561	14145	56	1390	1140
11561	14145	57	1390	1200
11561	14145	58	1270	1140
11561	14145	59	1270	1100
